No,학년,학수번호,"이수
구분","과목
번호",교과목명,"강의
계획서",비고,학점,시간,"수강
학부(과)/전공",개설대학,"개설
학부(과)/전공",강의요시/강의실,"집중이수제
구분",담당교수,"원어
강의","원어
구분","외국인
과목여부","현재
인원","학부
인원","대학원
인원","제한
인원","과목
해설","강의
유형","강의
종류",교과목유형,영역,"패스
과목",합반
127,9,BKSA59481,소양,7152,도예문화의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(교양강의동 305),, 김문희,,,0,33,33,0,35,,이론+실습,일반,,실기,,0
128,9,BKSA59481,소양,7153,도예문화의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1600-1800(교양강의동 305),, 김문희,,,0,33,33,0,35,,이론+실습,일반,,실기,,0
129,9,BKSA58154,심화,7154,동아시아문화사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1400(자연과학관 503),, 박세완,,,0,54,54,0,60,,이론,일반,,인간과문화,,0
130,9,BKSA58158,심화,7157,동양철학의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 302),, 임우형,,,0,53,53,0,60,,이론,일반,,인간과문화,,0
131,9,BKSA11028,심화,7158,동화의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 102),, 김미승,,,0,60,60,0,60,,이론,일반,,인간과문화,,0
132,9,BKSA53747,심화,7159,디자인으로본건축예술,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(교양강의동 301),, 강현정,,,0,57,57,0,60,,이론,일반,,예술과체육,,0
133,9,BKSA53746,심화,7160,디자인으로세상읽기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 301),, 강현정,,,0,52,52,0,60,,이론,일반,,예술과체육,,0
134,9,BKSA63407,소양,7162,디지털시대의세계시민-되기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(국제교육관 401),, 이미정,,,0,64,64,0,70,,이론,일반,,인성,Y,0
135,9,BKSA58195,소양,7163,라켓스포츠1(배드민턴),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(건국체육관 100),, 조영숙,,,0,30,30,0,30,,실험+실습+실기,일반,,실기,Y,0
136,9,BKSA58196,소양,7164,라켓스포츠2(스쿼시/테니스),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1700(테니스장 001),, 김민,,,0,30,30,0,30,,실험+실습+실기,일반,,실기,,0
137,9,BKSA54360,소양,7165,라틴댄스,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(건국체육관 113),, 손보람,,,0,23,23,0,25,,실험+실습+실기,일반,,실기,Y,0
138,9,BKSA58176,심화,7166,러시아바로알기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1700(교양강의동 301),, 전병국,,,0,60,60,0,60,,이론,일반,,인간과사회,,0
139,9,BKSA58176,심화,7167,러시아바로알기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 403),, 전병국,,,0,60,60,0,60,,이론,일반,,인간과사회,,0
140,9,BKSA51432,기초,7168,러시아어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학," 월1030-1200(국제교육관 312), 수1030-1200(국제교육관 312)",, 심성보,,,0,7,7,0,35,,이론,일반,,외국어기초,,0
141,9,BKSA51432,기초,7170,러시아어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1400-1700(국제교육관 312),, 정명자,,,0,13,13,0,35,,이론,일반,,외국어기초,,0
142,9,BKSA51432,기초,7171,러시아어기초,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 404),, 전병국,,,0,40,40,0,40,,이론,일반,,외국어기초,,0
143,9,BKSA58228,소양,7173,레저스포츠1(골프1),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1100-1300(골프연습장 110),, 김용효,,,0,29,29,0,30,,실험+실습+실기,일반,,실기,Y,0
144,9,BKSA58228,소양,7174,레저스포츠1(골프1),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(골프연습장 110),, 김용효,,,0,35,35,0,35,,실험+실습+실기,일반,,실기,Y,0
145,9,BKSA58229,소양,7175,레저스포츠2(골프2),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1100-1300(골프연습장 110),, 전주희,,,0,24,24,0,25,,실험+실습+실기,일반,,실기,,0
146,9,BKSA58229,소양,7176,레저스포츠2(골프2),,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(골프연습장 110),, 전주희,,,0,24,24,0,25,,실험+실습+실기,일반,,실기,,0
147,9,BKSA62512,심화,7177,로봇과인간,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1400-1600(자연과학관 501),, 성시흥,,,0,59,59,0,60,,이론,일반,융복합,융복합,,0
148,9,BKSA62141,소양,7178,리빙랩종합설계,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 405),, 김종진,,,0,32,32,0,35,,이론+실습,일반,캡스톤디자인,실무,,0
149,9,BKSA57742,심화,7179,몸의미학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1400(교양강의동 102),, 이영미,,,0,62,62,0,65,,이론,일반,,예술과체육,,0
150,9,BKSA57742,심화,7180,몸의미학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1100-1300(인문사회관 113-1),, 이영미,,,0,56,56,0,60,,이론,일반,,예술과체육,,0
151,9,BKSA39813,심화,7181,문학과광고,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 302),, 고영랑,,,0,10,10,0,60,,이론,일반,,인간과문화,,0
152,9,BKSA63419,심화,7182,문학속팬데믹,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 401),, 이미정,,,0,59,59,0,65,,이론,f-러닝,,인간과문화,,0
153,1,BKSA58110,기초,7183,문학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 403),, 조미숙,,,0,29,29,0,50,,이론+실습,일반,,인문기초,,0
154,1,BKSA58110,기초,7184,문학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 404),, 안미영,,,0,32,32,0,50,,이론+실습,일반,,인문기초,,0
155,1,BKSA58110,기초,7185,문학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 502),, 이효숙,,,0,45,45,0,50,,이론+실습,일반,,인문기초,,0
156,1,BKSA58110,기초,7186,문학의고전,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1500(교양강의동 501),, 이미정,,,0,49,49,0,50,,이론+실습,일반,,인문기초,,0
157,9,BKSA11049,심화,7188,문학의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 405),, 조미숙,,,0,20,20,0,60,,이론,일반,,인간과문화,,0
158,9,BKSA11049,심화,7189,문학의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 501),, 안미영,,,0,58,58,0,60,,이론,일반,,인간과문화,,0
159,9,BKSA58106,소양,7190,문화간소통탄뎀체험,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1400-1600(교양강의동 408),, 김미승,,,1,27,27,0,35,,이론+실습,일반,,인성,Y,0
160,9,BKSA49983,심화,7191,문화유산의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1100-1300(교양강의동 601),, 홍성화,,,0,35,35,0,35,,이론+실습,일반,,인간과문화,,0
161,9,BKSA58213,심화,7192,문화콘텐츠:한류,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금1000-1200(교양강의동 301),, 최원석,,,0,55,55,0,60,,이론,일반,,융복합,,0
162,9,BKSA62515,심화,7193,문화콘텐츠의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 402),, 양윤정,,,0,54,54,0,60,,이론,일반,,인간과문화,,0
163,9,BKSA48185,심화,7194,뮤지컬의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1100(교양강의동 402),, 박지선,,,0,59,59,0,60,,이론,일반,,예술과체육,,0
164,9,BKSA48185,심화,7195,뮤지컬의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1100-1300(교양강의동 402),, 박지선,,,0,57,57,0,60,,이론,일반,,예술과체육,,0
165,1,BKSA64623,기초,7196,미디어글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 606),, 이효숙,,,0,34,34,0,35,,이론+실습,일반,,글쓰기,,0
166,1,BKSA64623,기초,7197,미디어글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 502),, 최윤정,,,0,34,34,0,35,,이론+실습,일반,,글쓰기,,0
167,1,BKSA64623,기초,7198,미디어글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 603),, 최윤정,,,0,35,35,0,35,,이론+실습,일반,,글쓰기,,0
168,1,BKSA64623,기초,7199,미디어글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1500(교양강의동 602),, 김병건,,,0,35,35,0,35,,이론+실습,일반,,글쓰기,,0
169,1,BKSA64623,기초,7200,미디어글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1500(교양강의동 602),, 김병건,,,0,35,35,0,35,,이론+실습,일반,,글쓰기,,0
170,9,BKSA58219,심화,7202,미디어중국어,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(교양강의동 504),, 이앤슈아이,,,0,28,28,0,35,,이론,일반,,글로벌언어,,0
171,9,BKSA46814,심화,7203,미디어프랑스어,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1600-1800(교양강의동 305),, 박우성,,,0,22,22,0,40,,이론,일반,,글로벌언어,,0
172,9,BKSA51595,심화,7204,미래의과학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1800-2000(국제교육관 002),, 김영준,,,0,101,101,0,110,,기타(E-러닝),일반,,과학과기술,,0
173,9,BKSA51457,심화,7205,미생물의세계,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(생명과학관 502),, 박영진,,,0,57,57,0,60,,이론,일반,,과학과기술,,0
174,9,BKSA53745,소양,7206,미술실기의기초,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(종합강의동 408),, 홍지안,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
175,9,BKSA53745,소양,7207,미술실기의기초,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1100(종합강의동 408),, 유혜경,,,0,34,34,0,35,,이론+실습,일반,,실기,,0
176,9,BKSA11067,심화,7208,미학개론,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1600-1800(교양강의동 302),, 이동욱,,,0,60,60,0,65,,이론,일반,,인간과문화,,0
177,9,BKSA11067,심화,7209,미학개론,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 301),, 이동욱,,,0,61,61,0,65,,이론,일반,,인간과문화,,0
178,9,BKSA49240,심화,7210,뷰티테라피,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(종합강의동 407),, 신록,,,0,34,34,0,40,,이론+실습,일반,,융복합,,0
179,9,BKSA49240,심화,7211,뷰티테라피,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1100-1300(인문사회관 207),, 이재림,,,0,34,34,0,35,,이론+실습,일반,,융복합,,0
180,9,BKSA49240,심화,7212,뷰티테라피,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 601),, 박윤영,,,0,34,34,0,35,,이론+실습,일반,,융복합,,0
181,1,BKSA39798,기초,7213,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 604),, 정진헌,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
182,1,BKSA39798,기초,7214,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 604),, 정진헌,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
183,1,BKSA39798,기초,7215,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1800(교양강의동 604),, 정진헌,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
184,1,BKSA39798,기초,7216,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1200-1500(교양강의동 605),, 이연주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
185,1,BKSA39798,기초,7217,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1200(교양강의동 605),, 이연주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
186,1,BKSA39798,기초,7218,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 목1200-1500(교양강의동 604),, 이연주,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
187,1,BKSA39798,기초,7219,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1200-1500(교양강의동 604),, 신혜영,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
188,1,BKSA39798,기초,7220,비판적사고와토론,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 금1500-1800(교양강의동 604),, 신혜영,,,0,30,30,0,30,,이론+실습,일반,,발표와토론,,0
189,9,BKSA59500,심화,7221,빅데이터활용,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1200-1400(종합강의동 301-B),, 황선민,,,0,34,34,0,35,,이론+실습,일반,,과학과기술,,0
190,9,BKSA62946,심화,7222,사건으로보는정치사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(교양강의동 506),, 유지성,,,0,37,37,0,60,,이론,일반,,인간과사회,,0
191,9,BKSA59482,소양,7224,사진과생활,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1000-1200(교양강의동 305),, 이용우,,,0,32,32,0,35,,이론+실습,일반,,실기,,0
192,9,BKSA52782,심화,7225,사회학의초대,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월0900-1100(교양강의동 301),, 이현민,,,0,57,57,0,60,,이론,일반,,인간과사회,,0
193,9,BKSA64602,심화,7226,삶을치유하는음악,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수1300-1500(국제교육관 004),, 문선아,,,0,110,110,0,125,,이론,일반,,예술과체육,,0
194,9,BKSA61158,심화,7227,삶의지혜나눔,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1600-1800(교양강의동 305),, 윤성중,,,0,13,13,0,35,,이론+실습,일반,,융복합,,0
195,9,BKSA62509,심화,7228,삼국지인문학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1100(인문사회관 113-1),, 허원기,,,0,53,53,0,60,,이론,일반,,인간과문화,,0
196,9,BKSA58184,심화,7229,생명공학:유전자와생명,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1800-2000,, 김찬길,,,0,87,87,0,100,,기타(E-러닝),일반,,과학과기술,,0
197,9,BKSA58187,심화,7230,생태환경의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(자연과학관 513),, 오득균,,,0,58,58,0,60,,이론,일반,,과학과기술,,0
198,9,BKSA59476,소양,7231,생활과금융,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(실시간온라인),, 김한나,,,0,78,78,0,80,,실시간온라인,일반,,실무,,0
199,9,BKSA45304,심화,7232,생활속의화학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1700(자연과학관 503),, 명노승,,,0,56,56,0,60,,이론,일반,,과학과기술,,0
200,1,BKSA54939,심화,7233,생활한국어2,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금1100-1300(교양강의동 405),, 신동선,,,1,13,13,0,35,,이론+실습,일반,,글로벌언어,,0
201,9,BKSA11137,심화,7235,서양미술의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 303),, 박지수,,,0,58,58,0,60,,이론,일반,,예술과체육,,0
202,9,BKSA11137,심화,7236,서양미술의이해,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1400-1600(교양강의동 102),, 장인희,,,0,21,21,0,60,,이론,일반,,예술과체육,,0
203,9,BKSA01709,심화,7237,서양철학사,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1400(교양강의동 302),, 임우형,,,0,53,53,0,60,,이론,일반,,인간과문화,,0
204,9,BKSA59483,소양,7238,설상스포츠,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금0900-1100(건국체육관 002),, 이창진,,,0,45,45,0,45,,실험+실습+실기,일반,,실기,Y,0
205,9,BKSA56849,소양,7239,성공창업CEO특강,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1500-1700(실시간온라인),," 이명구, 이양희",,,0,96,96,0,100,,실시간온라인,일반,창업,실무,Y,0
206,9,BKSA53724,심화,7240,성공하는대학생의비전리더십,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1000-1200(교양강의동 303),, 송영선,,,0,24,24,0,60,,이론,일반,,인간과사회,,0
207,9,BKSA53724,심화,7241,성공하는대학생의비전리더십,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1300-1500(교양강의동 506),, 이재숙,,,0,50,50,0,60,,이론,일반,,인간과사회,,0
208,9,BKSA11143,심화,7242,성과문학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 406),, 안미영,,,0,7,7,0,60,,이론,일반,,인간과문화,,0
209,9,BKSA53992,심화,7243,성인을위한평생학습,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1600-1800(교양강의동 408),, 홍진옥,,,0,30,30,0,35,,이론+실습,일반,,인간과사회,,0
210,1,BKSA64613,기초,7244,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 602),, 안미영,,,0,35,35,0,40,,이론+실습,일반,,글쓰기,,0
211,1,BKSA64613,기초,7245,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화0900-1200(교양강의동 606),, 이효숙,,,0,35,35,0,40,,이론+실습,일반,,글쓰기,,0
212,1,BKSA64613,기초,7246,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수0900-1200(교양강의동 606),, 이효숙,,,0,35,35,0,40,,이론+실습,일반,,글쓰기,,0
213,1,BKSA64613,기초,7247,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 406),, 김정호,,,0,31,31,0,40,,이론+실습,일반,,글쓰기,,0
214,1,BKSA64613,기초,7248,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 수1500-1800(교양강의동 601),, 김정호,,,0,35,35,0,40,,이론+실습,일반,,글쓰기,,0
215,1,BKSA64613,기초,7249,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1500(교양강의동 602),, 박금숙,,,0,34,34,0,40,,이론+실습,일반,,글쓰기,,0
216,1,BKSA64613,기초,7250,성찰글쓰기,,,3.0,3.0, 전체(GLOCAL),교양대학,교양대학, 월1500-1800(교양강의동 606),, 박금숙,,,0,35,35,0,40,,이론+실습,일반,,글쓰기,,0
217,9,BKSA58188,심화,7251,세계의정원,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 금1300-1500(자연과학관 513),, 박재현,,,0,49,49,0,60,,이론,일반,,과학과기술,,0
218,9,BKSA51446,심화,7252,세계정세바로보기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1700(교양강의동 301),, 심성보,,,0,6,6,0,60,,이론,일반,,인간과사회,,0
219,9,BKSA62622,소양,7253,소셜벤처창업을위한실무개론,,,2.0,3.0, 전체(GLOCAL),교양대학,교양대학, 화1500-1800(교양강의동 601),," 노영희, 오득균, 김종진",,,0,21,21,0,35,,이론+실습,일반,,실무,,0
220,9,BKSA11155,심화,7254,스크린영어,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1300-1500(교양강의동 403),, 윤소영,,,0,15,15,0,60,,이론,일반,,글로벌언어,,0
221,9,BKSA11155,심화,7256,스크린영어,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목0900-1100(교양강의동 301),, 강석한,,,0,57,57,0,60,,이론,일반,,글로벌언어,,0
222,9,BKSA62516,심화,7257,스토리텔링과판타지문학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 목1000-1200(교양강의동 402),, 양윤정,,,0,56,56,0,60,,이론,일반,,인간과문화,,0
223,9,BKSA59484,소양,7258,스토리텔링창작,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 월1200-1400(교양강의동 408),, 김명옥,,,0,28,28,0,30,,실험+실습+실기,일반,창업,실기,,0
224,9,BKSA62513,심화,7259,시베리아지역학,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1300-1500(교양강의동 301),, 전병국,,,0,59,59,0,60,,이론,일반,,인간과문화,,0
225,9,BKSA58146,심화,7260,시사영어읽기,,,2.0,2.0, 전체(GLOCAL),교양대학,교양대학, 화1000-1200(교양강의동 501),, 박선화,,,0,57,57,0,60,,이론,일반,,글로벌언어,,0
